prim_lang_desc,acct_sts_cd,acct_sts_desc,acct_create_dt,acct_frst_actv_dt,acct_lst_discnt_dt,acct_lst_rcnt_dt,dtv_frst_actv_dt,dtv_actv_ind,blng_pmt_mthd_desc,blng_type_desc,rc1_acct_ind,dtv_lst_discnt_dt,dtv_lst_rcnt_dt,dtv_base_pkg_prd_cd,dtv_prev_bal_amt,dtv_lst_bl_bal_due_amt,dtv_lst_bl_pmt_mthd_cd,dtv_lst_bl_pmt_mthd_desc,contrct_type_cd,lst_cntrct_expr_dt,lst_cntrct_dur_in_mnth,cmbnd_bl_ind
English,A,Active,7/31/2006,8/14/2006,1/1/1900,1/1/1900,7/31/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,176.69,131.97,2,Credit Card Payment,B,7/18/2019,25,?
English,A,Active,12/11/2006,12/14/2006,1/1/1900,1/1/1900,12/14/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,160.7,167.09,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,1/16/2006,1/20/2006,1/1/1900,1/1/1900,1/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,153.44,153.44,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/20/2006,6/28/2006,1/1/1900,1/1/1900,6/20/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,249.82,248.83,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,3/3/2006,3/8/2006,1/1/1900,1/1/1900,3/3/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,47.54,51.79,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/16/2006,2/27/2006,1/1/1900,1/1/1900,2/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,145.36,141.11,8,Cash Payment,B,8/8/2019,25,?
English,A,Active,12/9/2006,12/12/2006,1/1/1900,1/1/1900,12/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,146.54,149.53,8,Cash Payment,B,7/2/2020,24,?
English,A,Active,2/21/2006,2/28/2006,1/1/1900,1/1/1900,2/21/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,134.14,134.14,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,1/19/2006,1/20/2006,1/1/1900,1/1/1900,1/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88835334,81.7,81.7,8,Cash Payment,B,3/11/2019,24,?
English,A,Active,10/5/2006,10/12/2006,1/1/1900,1/1/1900,10/5/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,111.11,158.42,2,Credit Card Payment,B,6/24/2021,24,?
English,A,Active,8/4/2006,8/11/2006,1/1/1900,1/1/1900,8/4/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,142.78,142.78,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/16/2006,5/16/2006,1/1/1900,1/1/1900,5/16/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,68.99,68.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/12/2006,10/19/2006,1/1/1900,1/1/1900,10/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,-23.14,80.5,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/30/2006,7/11/2006,1/1/1900,1/1/1900,6/30/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,185.83,191.82,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/23/2006,10/27/2006,1/1/1900,1/1/1900,10/27/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,234.8,269.63,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/13/2006,10/21/2008,1/1/1900,1/1/1900,10/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,141.12,65.4,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/7/2006,9/8/2006,1/1/1900,1/1/1900,9/7/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,128.28,118.04,8,Cash Payment,B,6/18/2019,29,?
English,A,Active,6/22/2006,7/8/2006,1/1/1900,1/1/1900,6/22/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,55.98,55.98,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/22/2006,9/29/2006,1/1/1900,1/1/1900,9/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,138.47,142.72,8,Cash Payment,B,10/4/2019,24,?
English,A,Active,3/22/2006,4/6/2006,1/1/1900,1/1/1900,3/22/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,97.36,97.36,6,Direct Pay,B,9/24/2019,24,?
English,A,Active,5/8/2006,5/10/2006,1/1/1900,1/1/1900,5/10/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,39.28,39.28,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,12/5/2006,12/9/2006,1/1/1900,1/1/1900,12/5/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,89.21,126.22,E,True Credit Card,B,3/8/2019,24,?
English,A,Active,12/14/2006,12/18/2006,1/1/1900,1/1/1900,12/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337274,163.88,163.88,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/19/2006,10/21/2006,1/1/1900,1/1/1900,10/19/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,230.89,162.63,8,Cash Payment,B,12/19/2020,24,?
English,A,Active,1/5/2006,1/12/2006,1/1/1900,1/1/1900,1/5/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,237.91,237.91,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,9/27/2006,10/11/2006,1/1/1900,1/1/1900,9/27/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,141.63,141.63,E,True Credit Card,B,5/22/2021,24,?
English,A,Active,7/17/2006,7/24/2006,1/1/1900,1/1/1900,7/17/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,251.74,295.27,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/19/1994,12/19/1994,1/1/1900,1/1/1900,11/27/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337194,60.12,60.12,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/12/2006,10/21/2006,1/1/1900,1/1/1900,10/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,149.81,149.81,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/16/2006,8/16/2006,1/1/1900,1/1/1900,8/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,138.32,276.64,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/6/2006,10/10/2006,1/1/1900,1/1/1900,10/6/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,136.89,136.89,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/10/2006,9/22/2012,1/1/1900,1/1/1900,11/10/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,73.68,73.68,8,Cash Payment,B,4/9/2019,26,?
English,A,Active,9/24/2006,9/24/2006,1/1/1900,1/1/1900,9/24/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,95.98,105.27,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/14/2006,1/20/2009,1/1/1900,1/1/1900,7/14/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,179.21,179.21,E,True Credit Card,?,1/1/1900,0,?
Spanish,A,Active,8/15/2006,8/19/2006,1/1/1900,1/1/1900,8/15/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834834,43.53,43.53,2,Credit Card Payment,B,2/24/2019,27,?
English,A,Active,11/25/2006,11/28/2006,1/1/1900,1/1/1900,11/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,212.18,43.73,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/18/2006,8/19/2006,1/1/1900,1/1/1900,8/18/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,209.66,287.73,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,9/7/2006,9/23/2006,1/1/1900,1/1/1900,9/7/2006,Y,Pinless Debit,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,120.82,120.82,P,Pinless Debit,?,1/1/1900,0,?
English,A,Active,6/30/2006,7/15/2006,1/1/1900,1/1/1900,7/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89337264,110.19,110.19,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/9/2006,11/19/2006,1/1/1900,1/1/1900,11/9/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,151.15,151.15,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,9/20/2006,9/29/2006,1/1/1900,1/1/1900,9/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,149.44,149.44,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/23/2006,7/26/2006,1/1/1900,1/1/1900,7/27/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89337274,192.5,186.51,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,2/8/2006,2/14/2006,1/1/1900,1/1/1900,2/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,99.89,99.89,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/30/2006,6/20/2010,1/1/1900,1/1/1900,11/30/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,209.82,203.83,E,True Credit Card,B,9/2/2021,24,?
English,A,Active,1/31/2006,2/11/2006,1/1/1900,1/1/1900,1/31/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,239.02,234.02,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/29/2006,12/5/2006,1/1/1900,1/1/1900,11/29/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,89336974,173.51,173.51,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,12/3/2006,12/5/2006,1/1/1900,1/1/1900,12/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,139.58,139.58,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/21/2006,10/29/2006,1/1/1900,1/1/1900,10/21/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,158.08,158.08,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/28/2006,2/13/2010,1/1/1900,1/1/1900,8/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,93.28,46.64,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/9/2006,5/10/2006,1/1/1900,1/1/1900,5/9/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,169.46,169.46,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,11/20/2006,11/24/2006,1/1/1900,1/1/1900,11/20/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,162.46,162.46,6,Direct Pay,B,7/2/2019,24,?
English,A,Active,3/14/2006,3/23/2006,1/1/1900,1/1/1900,3/23/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,103.99,103.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/25/2006,3/10/2010,1/1/1900,1/1/1900,7/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,267.5,282.49,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,8/16/2006,8/29/2006,1/1/1900,1/1/1900,8/16/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834824,53.98,53.98,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,6/14/2006,6/24/2006,1/1/1900,1/1/1900,6/14/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,166.77,160.48,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,11/13/2006,11/15/2006,1/1/1900,1/1/1900,11/13/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,247.7,247.7,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,11/11/2006,11/21/2006,1/1/1900,1/1/1900,11/11/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,203.03,203.03,E,True Credit Card,B,10/10/2018,24,?
English,A,Active,12/13/2006,12/20/2006,1/1/1900,1/1/1900,12/13/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,109.07,109.07,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,7/5/2006,7/11/2006,1/1/1900,1/1/1900,7/5/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88894615,62.78,62.78,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/22/2006,3/30/2006,1/1/1900,1/1/1900,3/22/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,159.81,166.33,8,Cash Payment,B,6/14/2019,32,?
English,A,Active,1/20/2006,2/8/2006,1/1/1900,1/1/1900,1/20/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,146.47,140.48,2,Credit Card Payment,B,11/22/2018,24,?
English,A,Active,8/3/2006,8/26/2006,1/1/1900,1/1/1900,8/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,24.28,39.28,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,9/4/2006,9/12/2006,1/1/1900,1/1/1900,9/4/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88835334,77.41,77.41,2,Credit Card Payment,B,11/8/2019,24,?
English,A,Active,12/18/2006,12/21/2006,1/1/1900,1/1/1900,12/18/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,380.54,380.54,8,Cash Payment,?,1/1/1900,0,Y
English,A,Active,1/20/2006,1/24/2006,1/1/1900,1/1/1900,1/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,88.34,92.59,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/3/2006,3/13/2006,1/1/1900,1/1/1900,3/3/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,243.14,243.14,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,3/9/2006,3/18/2006,1/1/1900,1/1/1900,3/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,146.7,146.7,8,Cash Payment,B,3/5/2021,24,?
English,A,Active,3/15/2005,3/15/2005,1/1/1900,1/1/1900,12/14/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,38.67,38.67,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,6/14/2006,3/17/2013,1/1/1900,1/1/1900,6/14/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,78.84,113.8,E,True Credit Card,B,6/24/2020,24,?
English,A,Active,1/11/2006,12/15/2010,1/1/1900,1/1/1900,1/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,106.24,106.24,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/23/2006,12/27/2006,1/1/1900,1/1/1900,12/23/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,250.17,196.22,8,Cash Payment,B,3/29/2019,24,?
Spanish,A,Active,7/7/2006,1/26/2012,1/1/1900,1/1/1900,7/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834824,76.98,76.98,8,Cash Payment,B,8/24/2018,24,?
English,A,Active,5/4/2006,5/11/2006,1/1/1900,1/1/1900,5/4/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,132.37,132.37,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,12/18/2006,12/20/2006,1/1/1900,1/1/1900,12/18/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,159.74,159.74,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/19/2006,11/28/2008,1/1/1900,1/1/1900,11/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,109.24,109.24,8,Cash Payment,B,5/25/2020,24,?
English,A,Active,1/28/2006,8/25/2009,1/1/1900,1/1/1900,1/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,128.61,124.36,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/23/2006,12/23/2006,1/1/1900,1/1/1900,12/23/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,134.56,49.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/10/1999,11/11/1999,1/1/1900,1/1/1900,11/15/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,145.65,145.65,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,1/23/2006,1/27/2006,1/1/1900,1/1/1900,1/23/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,122.78,108.97,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/8/2006,12/20/2006,1/1/1900,1/1/1900,12/20/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,207.67,207.67,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,9/15/2006,9/18/2006,1/1/1900,1/1/1900,9/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,422.92,211.46,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/12/2006,12/17/2006,1/1/1900,1/1/1900,12/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,150.87,150.87,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/26/2006,7/28/2006,1/1/1900,1/1/1900,7/26/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,54.89,61.38,8,Cash Payment,B,7/10/2021,24,?
English,A,Active,11/9/2006,11/19/2006,1/1/1900,1/1/1900,11/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,291.64,296.9,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/14/2006,12/19/2006,1/1/1900,1/1/1900,12/14/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,78.54,78.54,6,Direct Pay,?,1/1/1900,0,?
Spanish,A,Active,4/4/2006,7/8/2007,1/1/1900,1/1/1900,4/4/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337054,141.65,141.65,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,9/28/2006,10/10/2006,1/1/1900,1/1/1900,9/28/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,148.32,148.32,8,Cash Payment,B,3/10/2019,30,?
English,A,Active,8/16/2006,8/24/2006,1/1/1900,1/1/1900,8/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,148.02,148.02,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/13/2006,9/30/2006,1/1/1900,1/1/1900,9/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,242.48,242.48,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/5/2006,6/8/2006,1/1/1900,1/1/1900,6/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,132.33,132.33,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/22/2006,1/26/2006,1/1/1900,1/1/1900,1/22/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,133.7,158.43,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,1/24/2006,1/26/2006,1/1/1900,1/1/1900,1/24/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,51.98,51.47,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/16/2006,1/18/2006,1/1/1900,1/1/1900,1/16/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,130.23,130.23,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,12/4/2006,12/14/2006,1/1/1900,1/1/1900,12/4/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,104.92,120.18,8,Cash Payment,B,4/27/2019,24,?
English,A,Active,5/12/2006,5/21/2006,1/1/1900,1/1/1900,5/21/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,77.37,77.37,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/18/2006,1/24/2006,1/1/1900,1/1/1900,1/18/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834844,152.49,152.49,2,Credit Card Payment,?,1/1/1900,0,?
Spanish,A,Active,4/18/2006,4/18/2006,1/1/1900,1/1/1900,4/18/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,70.66,73.15,2,Credit Card Payment,B,5/7/2019,25,?
English,A,Active,1/20/2006,1/26/2006,1/1/1900,1/1/1900,1/20/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,237.47,237.47,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,6/28/2006,6/30/2006,1/1/1900,1/1/1900,6/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,136.58,136.58,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/23/2006,6/29/2006,1/1/1900,1/1/1900,6/23/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,251.36,255.8,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/4/2006,12/20/2006,1/1/1900,1/1/1900,12/4/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,99.63,99.63,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,3/26/2006,3/28/2006,1/1/1900,1/1/1900,3/26/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,129.64,129.64,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/28/2006,3/6/2006,1/1/1900,1/1/1900,2/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,-7.41,-6.35,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/2/2006,12/10/2006,1/1/1900,1/1/1900,12/2/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,74.33,74.33,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,12/11/1999,12/11/1999,1/1/1900,1/1/1900,9/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,190.46,190.46,8,Cash Payment,B,2/19/2019,25,?
English,A,Active,7/28/2006,8/12/2006,1/1/1900,1/1/1900,8/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,97.36,97.36,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/3/2006,1/5/2006,1/1/1900,1/1/1900,1/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,116.09,116.09,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/13/2006,6/24/2006,1/1/1900,1/1/1900,6/13/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,141.48,165.86,6,Direct Pay,B,8/16/2019,24,?
English,A,Active,12/17/2006,12/20/2006,1/1/1900,1/1/1900,12/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,142.45,289.8,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/16/2006,6/24/2006,1/1/1900,1/1/1900,6/16/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,81.06,81.06,8,Cash Payment,B,6/9/2019,35,?
English,A,Active,1/30/2006,2/8/2006,1/1/1900,1/1/1900,1/30/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,163.66,163.66,E,True Credit Card,B,9/6/2019,24,?
English,A,Active,10/23/2006,10/23/2006,1/1/1900,1/1/1900,10/23/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,206.13,200.14,8,Cash Payment,B,9/12/2019,24,?
English,A,Active,8/21/2006,8/23/2006,1/1/1900,1/1/1900,8/23/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,184.03,184.03,E,True Credit Card,?,1/1/1900,0,?
Spanish,A,Active,3/15/2006,5/31/2007,1/1/1900,1/1/1900,3/15/2006,Y,Pinless Debit,PAPER STMT,Y,1/1/1900,1/1/1900,88834834,96.95,96.95,P,Pinless Debit,B,4/22/2019,24,?
English,A,Active,1/15/2006,1/21/2006,1/1/1900,1/1/1900,1/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,197.47,178.48,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/14/2006,7/18/2006,1/1/1900,1/1/1900,7/14/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,161.78,161.78,8,Cash Payment,B,3/14/2021,24,?
English,A,Active,1/11/2006,1/17/2006,1/1/1900,1/1/1900,1/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,112.7,112.6,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/11/2006,12/29/2006,1/1/1900,1/1/1900,12/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,116.29,116.29,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/22/2006,5/27/2006,1/1/1900,1/1/1900,5/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,70.63,70.63,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/6/2006,9/9/2006,1/1/1900,1/1/1900,9/6/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,233.03,158.81,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/8/2006,8/19/2006,1/1/1900,1/1/1900,8/19/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,97.5,97.5,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,11/18/2006,11/22/2006,1/1/1900,1/1/1900,11/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,138.79,134.54,8,Cash Payment,B,9/17/2019,29,?
