prim_lang_desc,acct_sts_cd,acct_sts_desc,acct_create_dt,acct_frst_actv_dt,acct_lst_discnt_dt,acct_lst_rcnt_dt,dtv_frst_actv_dt,dtv_actv_ind,blng_pmt_mthd_desc,blng_type_desc,rc1_acct_ind,dtv_lst_discnt_dt,dtv_lst_rcnt_dt,dtv_base_pkg_prd_cd,dtv_prev_bal_amt,dtv_lst_bl_bal_due_amt,dtv_lst_bl_pmt_mthd_cd,dtv_lst_bl_pmt_mthd_desc,contrct_type_cd,lst_cntrct_expr_dt,lst_cntrct_dur_in_mnth,cmbnd_bl_ind
English,A,Active,7/15/2006,7/22/2006,1/1/1900,1/1/1900,7/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,5/4/2016,88834864,246.93,246.93,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/7/2006,9/11/2006,1/1/1900,1/1/1900,9/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,9/19/2015,89336994,134.77,128.36,8,Cash Payment,B,1/8/2020,24,?
English,A,Active,12/14/2006,12/19/2006,1/1/1900,1/1/1900,12/14/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,9/15/2017,89336964,140.39,135.18,2,Credit Card Payment,B,9/14/2019,24,?
English,A,Active,4/20/2006,4/21/2006,1/1/1900,1/1/1900,4/21/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,126.72,126.72,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,10/14/2003,10/17/2003,1/1/1900,1/1/1900,4/18/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,291.88,399.36,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,5/25/2006,5/27/2006,1/1/1900,1/1/1900,5/25/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,6/27/2013,88834854,859.32,543.71,8,Cash Payment,B,1/20/2021,24,?
English,A,Active,8/11/2006,12/27/2016,1/1/1900,1/1/1900,8/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,11/6/2015,89336964,140.46,140.46,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/30/2006,9/7/2006,1/1/1900,1/1/1900,8/30/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,2/8/2018,88834874,140.9,144.83,E,True Credit Card,B,2/7/2020,24,?
English,A,Active,3/22/2006,7/8/2017,1/1/1900,1/1/1900,3/22/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,7/8/2017,88834044,90.8,90.8,E,True Credit Card,B,7/7/2019,24,?
English,A,Active,10/19/2006,10/23/2006,1/1/1900,1/1/1900,10/19/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,8/24/2014,89337034,165.92,210.66,8,Cash Payment,B,9/12/2019,24,?
English,A,Active,6/19/2006,7/10/2006,1/1/1900,1/1/1900,6/19/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,6/30/2014,89336964,147.96,147.96,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,6/16/2006,6/26/2015,1/1/1900,1/1/1900,6/16/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,2/1/2016,88834864,160.15,160.15,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,7/15/2006,7/24/2012,1/1/1900,1/1/1900,7/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,10/22/2017,88834874,259.83,230.57,8,Cash Payment,B,10/21/2019,24,?
English,A,Active,2/21/2006,2/24/2006,1/1/1900,1/1/1900,2/24/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,137.25,137.25,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/7/2006,9/13/2006,1/1/1900,1/1/1900,9/7/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,8/11/2018,88834864,45.68,123.18,8,Cash Payment,B,11/26/2019,24,?
English,A,Active,8/17/2006,8/26/2006,1/1/1900,1/1/1900,8/17/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,6/24/2015,88834874,78.65,80.33,E,True Credit Card,B,5/4/2021,24,?
English,A,Active,8/24/2006,8/25/2006,1/1/1900,1/1/1900,8/24/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,8/2/2016,88834054,195.06,250.06,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/5/2006,9/11/2006,1/1/1900,1/1/1900,9/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/16/2016,88834854,410.48,410.48,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/17/2006,6/28/2006,1/1/1900,1/1/1900,6/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/26/2019,89336964,322.29,126.9,8,Cash Payment,B,12/25/2020,24,?
English,A,Active,9/19/2006,9/20/2006,1/1/1900,1/1/1900,9/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,8/26/2017,88834854,596.38,595.57,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/18/2006,1/26/2006,1/1/1900,1/1/1900,1/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/8/2018,88834854,172.11,173.82,8,Cash Payment,B,1/7/2020,24,?
English,A,Active,1/5/2006,1/12/2006,1/1/1900,1/1/1900,1/5/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/26/2019,89336964,120.54,123.57,6,Direct Pay,B,1/25/2021,24,?
English,A,Active,1/20/2006,1/22/2006,1/1/1900,1/1/1900,1/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/24/2018,88834874,139.36,42.04,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/5/2006,4/8/2006,1/1/1900,1/1/1900,4/5/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,7/18/2014,89336964,191.71,92.71,8,Cash Payment,B,6/15/2019,24,?
English,A,Active,11/14/2006,11/16/2006,1/1/1900,1/1/1900,11/14/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,9/20/2014,88834874,131.91,127.66,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/6/2006,1/9/2006,1/1/1900,1/1/1900,1/6/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,3/4/2019,88834864,102.98,188.49,8,Cash Payment,B,3/3/2021,24,?
English,A,Active,11/20/2006,1/21/2016,1/1/1900,1/1/1900,11/20/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/21/2016,88834864,149.73,213.42,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/10/2006,8/24/2006,1/1/1900,1/1/1900,8/10/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,2/24/2011,88834874,202.74,202.74,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,10/19/2006,11/13/2006,1/1/1900,1/1/1900,10/19/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,3/31/2014,88834054,174.37,180.36,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,9/13/2006,11/29/2014,1/1/1900,1/1/1900,9/13/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/26/2018,88834874,130.77,130.77,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,6/29/2006,9/7/2014,1/1/1900,1/1/1900,6/29/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,9/17/2014,88834874,245.86,338.85,8,Cash Payment,B,7/24/2020,24,?
English,A,Active,9/6/2006,8/15/2016,1/1/1900,1/1/1900,9/6/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,8/15/2016,88834874,185,185,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,6/20/2006,7/9/2006,1/1/1900,1/1/1900,6/20/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,11/21/2018,88834874,163.87,164.37,E,True Credit Card,B,8/8/2019,9,?
English,A,Active,9/4/2006,9/14/2006,1/1/1900,1/1/1900,9/4/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,12/24/2015,88834874,169.58,186.67,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/7/2006,1/20/2017,1/1/1900,1/1/1900,4/7/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/26/2017,88834044,98.3,328.73,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/1/2006,9/12/2006,1/1/1900,1/1/1900,9/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,274.18,301.57,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/30/2006,3/30/2006,1/1/1900,1/1/1900,3/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,8/31/2017,88834044,101.75,101.75,8,Cash Payment,B,8/30/2019,24,?
English,A,Active,2/5/2006,1/23/2013,1/1/1900,1/1/1900,2/5/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/23/2013,89336994,101.75,101.75,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/14/2006,3/29/2008,1/1/1900,1/1/1900,9/14/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,2/23/2018,88834854,-75.01,-94.71,8,Cash Payment,B,2/22/2020,24,?
English,A,Active,9/12/2006,9/23/2006,1/1/1900,1/1/1900,9/12/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,8/29/2014,89336964,87.02,137.02,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/28/2006,9/11/2006,1/1/1900,1/1/1900,9/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,117.71,235.42,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/16/2006,9/27/2017,1/1/1900,1/1/1900,5/16/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,9/27/2017,88834864,129.5,129.5,E,True Credit Card,B,9/26/2019,24,?
English,A,Active,1/30/2006,4/25/2017,1/1/1900,1/1/1900,1/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,4/25/2017,88834054,178.93,183.18,8,Cash Payment,B,4/24/2019,24,?
English,A,Active,10/28/2006,11/8/2006,1/1/1900,1/1/1900,10/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,9/6/2017,88834044,118.89,140.25,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/11/2006,1/19/2006,1/1/1900,1/1/1900,1/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/25/2010,88834054,161.32,161.32,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/5/2006,11/14/2013,1/1/1900,1/1/1900,6/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/26/2018,88834854,162.58,207.45,8,Cash Payment,B,1/25/2020,24,?
English,A,Active,2/23/2006,3/15/2006,1/1/1900,1/1/1900,2/23/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,10/21/2018,88834854,323.72,319.87,6,Direct Pay,B,10/20/2020,24,?
English,A,Active,9/27/2006,10/10/2006,1/1/1900,1/1/1900,9/27/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,8/13/2018,88834874,91.9,147.67,2,Credit Card Payment,B,8/12/2020,24,?
Spanish,A,Active,1/26/2006,9/20/2011,1/1/1900,1/1/1900,1/26/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,3/30/2018,88834004,69.99,549.85,6,Direct Pay,B,8/18/2021,24,?
English,A,Active,10/16/2006,10/20/2006,1/1/1900,1/1/1900,10/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/9/2019,88834044,61.99,61.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/17/2006,7/20/2006,1/1/1900,1/1/1900,7/17/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,8/21/2014,89336964,188.69,188.69,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,2/3/2006,2/16/2006,1/1/1900,1/1/1900,2/3/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,2/2/2018,88834864,185.12,484.6,2,Credit Card Payment,B,2/1/2020,24,?
English,A,Active,5/30/2006,8/13/2014,1/1/1900,1/1/1900,5/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,12/16/2017,88834864,401.64,214.96,8,Cash Payment,B,12/15/2019,24,?
English,A,Active,3/16/2006,3/19/2006,1/1/1900,1/1/1900,3/16/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,9/19/2017,88834804,37.66,56.4,2,Credit Card Payment,B,9/18/2019,24,?
English,A,Active,7/6/2006,7/17/2006,1/1/1900,1/1/1900,7/6/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/28/2017,88834864,322.86,154.83,8,Cash Payment,B,10/27/2019,24,?
English,A,Active,1/17/2006,1/24/2006,1/1/1900,1/1/1900,1/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,4/19/2015,89336964,140.39,140.39,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/7/1995,12/7/1995,1/1/1900,1/1/1900,8/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,122.63,122.63,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,9/4/2006,9/11/2006,1/1/1900,1/1/1900,9/4/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,9/6/2017,88834824,48.53,48.53,2,Credit Card Payment,B,9/5/2019,24,?
Spanish,A,Active,11/20/2006,5/26/2013,1/1/1900,1/1/1900,11/20/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,2/3/2018,88834804,29.99,29.99,2,Credit Card Payment,B,2/2/2020,24,?
English,A,Active,11/29/2006,12/22/2006,1/1/1900,1/1/1900,12/22/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,111.4,111.4,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,12/29/2006,1/13/2007,1/1/1900,1/1/1900,12/29/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,116.07,116.07,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,1/20/2006,9/5/2013,1/1/1900,1/1/1900,1/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,82.37,82.37,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/2/2006,12/9/2006,1/1/1900,1/1/1900,12/2/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,5/23/2018,88834054,209.86,209.86,E,True Credit Card,B,5/22/2020,24,?
English,A,Active,12/7/2006,12/11/2006,1/1/1900,1/1/1900,12/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,4/3/2018,88834874,123.03,123.03,8,Cash Payment,B,4/18/2021,24,?
English,A,Active,7/13/2006,7/21/2006,1/1/1900,1/1/1900,7/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,-2.3,79.67,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,8/4/2006,8/9/2006,1/1/1900,1/1/1900,8/4/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,143.35,143.41,8,Cash Payment,B,7/18/2018,24,?
English,A,Active,9/13/2006,9/28/2006,1/1/1900,1/1/1900,9/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,2/27/2018,88834874,61.42,61.42,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/2/2006,10/3/2006,1/1/1900,1/1/1900,10/2/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,52.99,52.99,E,True Credit Card,B,12/8/2019,24,?
English,A,Active,7/27/2006,8/14/2006,1/1/1900,1/1/1900,7/27/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,92.1,102.1,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/12/2006,6/18/2006,1/1/1900,1/1/1900,6/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88833984,74.96,74.96,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/8/2006,11/9/2006,1/1/1900,1/1/1900,11/8/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,92.16,92.16,8,Cash Payment,B,7/30/2019,40,?
English,A,Active,11/22/2006,11/22/2006,1/1/1900,1/1/1900,11/22/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,172.24,172.24,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,7/10/2006,8/2/2006,1/1/1900,1/1/1900,7/10/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,232.09,232.09,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,7/20/2006,4/29/2012,1/1/1900,1/1/1900,7/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,89.27,89.27,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/7/2006,9/13/2015,1/1/1900,1/1/1900,3/7/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,47.97,146.96,2,Credit Card Payment,B,1/30/2021,24,?
English,A,Active,12/9/2006,12/12/2006,1/1/1900,1/1/1900,12/9/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,126.93,126.93,6,Direct Pay,B,2/27/2021,24,?
English,A,Active,10/11/2006,10/13/2006,1/1/1900,1/1/1900,10/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,312.7,294.3,8,Cash Payment,B,8/6/2021,24,?
English,A,Active,1/2/2006,1/6/2006,1/1/1900,1/1/1900,1/2/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,189.75,197.34,8,Cash Payment,B,1/8/2021,24,?
English,A,Active,12/23/2006,12/28/2006,1/1/1900,1/1/1900,12/23/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,74.69,78.94,8,Cash Payment,B,3/15/2021,24,?
English,A,Active,1/27/2000,1/28/2000,1/1/1900,1/1/1900,7/30/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,189.46,189.46,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,5/25/1999,9/8/1999,1/1/1900,1/1/1900,6/8/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,69.31,69.31,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/28/2000,7/31/2000,1/1/1900,1/1/1900,9/12/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,5/22/2018,88834854,238.98,238.98,6,Direct Pay,?,1/1/1900,0,?
Spanish,A,Active,2/8/2006,2/13/2006,1/1/1900,1/1/1900,2/8/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834834,146.05,152.44,8,Cash Payment,B,12/3/2018,24,?
English,A,Active,7/17/2000,7/22/2000,1/1/1900,1/1/1900,7/6/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88890345,222.65,222.65,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/16/2006,2/23/2006,1/1/1900,1/1/1900,2/16/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,111.27,111.27,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/20/2006,2/25/2006,1/1/1900,1/1/1900,2/20/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,80.82,80.82,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,3/5/2006,5/9/2007,1/1/1900,1/1/1900,3/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,78.23,78.23,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/11/2003,9/11/2006,1/1/1900,1/1/1900,9/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,97.94,97.94,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/25/2006,2/25/2006,1/1/1900,1/1/1900,2/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,177.3,177.3,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/9/2003,11/28/2006,1/1/1900,1/1/1900,12/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,12.25,1.24,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/16/2002,7/29/2002,1/1/1900,1/1/1900,9/1/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,178.88,178.88,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/18/2002,10/18/2002,1/1/1900,1/1/1900,10/25/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,141.74,141.74,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,6/17/1999,6/17/1999,1/1/1900,1/1/1900,10/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,175.84,165.83,8,Cash Payment,B,5/6/2021,24,?
English,A,Active,8/9/1998,8/9/1998,1/1/1900,1/1/1900,12/21/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,101.74,101.74,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,3/25/1997,3/25/1997,1/1/1900,1/1/1900,10/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,142.93,142.93,8,Cash Payment,B,10/19/2018,24,?
English,A,Active,2/14/2006,2/19/2006,1/1/1900,1/1/1900,2/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,128.78,122.79,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/13/2002,1/13/2002,1/1/1900,1/1/1900,9/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,60.14,60.14,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/22/2006,8/27/2012,1/1/1900,1/1/1900,2/22/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,238.94,238.94,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/26/2000,8/26/2000,1/1/1900,1/1/1900,4/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,81.48,85.6,8,Cash Payment,B,6/4/2021,24,?
English,A,Active,4/14/1995,4/14/1995,1/1/1900,1/1/1900,6/6/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,206.74,206.74,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/10/2006,2/12/2006,1/1/1900,1/1/1900,2/10/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,98.54,98.54,8,Cash Payment,B,8/21/2018,24,?
English,A,Active,9/16/1999,9/18/1999,1/1/1900,1/1/1900,10/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88890345,196.54,196.54,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/13/2002,2/15/2002,1/1/1900,1/1/1900,9/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,37.86,42.11,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/21/2001,1/21/2001,1/1/1900,1/1/1900,9/21/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,216.69,216.69,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,2/28/1999,2/28/1999,1/1/1900,1/1/1900,10/23/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,88.38,88.38,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,3/19/2002,3/22/2002,1/1/1900,1/1/1900,3/29/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,173.35,173.35,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/16/2006,2/27/2006,1/1/1900,1/1/1900,2/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,131.97,146.96,8,Cash Payment,B,6/19/2019,33,?
English,A,Active,8/22/2006,8/30/2006,1/1/1900,1/1/1900,8/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,39.21,39.21,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/7/2006,6/14/2006,1/1/1900,1/1/1900,6/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,127.85,131.91,8,Cash Payment,B,3/4/2019,30,?
English,A,Active,11/15/2006,11/30/2006,1/1/1900,1/1/1900,11/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,240.38,240.38,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/13/2006,9/15/2006,1/1/1900,1/1/1900,9/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,163.54,189.59,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/1/2006,11/20/2006,1/1/1900,1/1/1900,11/20/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,189.82,187.5,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,2/16/2006,2/17/2006,1/1/1900,1/1/1900,2/16/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,84.64,84.64,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/15/2006,8/21/2006,1/1/1900,1/1/1900,8/21/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,81.35,59.92,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/21/2006,11/24/2006,1/1/1900,1/1/1900,11/21/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,141.11,141.11,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/13/2006,11/24/2006,1/1/1900,1/1/1900,11/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,24.7,39.7,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/18/2006,12/21/2006,1/1/1900,1/1/1900,12/18/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,127.06,127.06,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/30/2006,7/23/2006,1/1/1900,1/1/1900,6/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,137.47,137.47,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/1/2006,3/21/2006,1/1/1900,1/1/1900,3/1/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,78.15,78.15,E,True Credit Card,B,12/3/2019,24,?
English,A,Active,2/15/2006,2/21/2006,1/1/1900,1/1/1900,2/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,176.46,176.46,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/13/2006,7/22/2006,1/1/1900,1/1/1900,7/22/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,98.43,98.43,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,2/10/2006,2/20/2006,1/1/1900,1/1/1900,2/10/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,414.82,207.41,8,Cash Payment,?,1/1/1900,0,?
